t,s0,product,p,s,c,log_rel_share
26,0.28400000000000003,1,3.781793008451395,0.37,0.5879036314312094,0.26452876747706394
27,0.43799999999999994,1,4.005214754197354,0.342,1.1498071978516495,-0.24740817331384082
28,0.3720000000000001,1,4.187020268155762,0.418,0.8153713241926881,0.11658757825160947
29,0.326,1,3.73739964323738,0.222,1.117585509734376,-0.38421999949442825
30,0.42999999999999994,1,4.063018637822428,0.312,1.0698228721454013,-0.3207820208781255
31,0.26000000000000006,1,4.201716657140761,0.448,0.7931708727837358,0.5441116013994572
32,0.31000000000000005,1,4.0520255330770105,0.414,0.7997056881127407,0.28929367634612224
33,0.352,1,4.341502353912832,0.394,1.1959545788407595,0.11271973369983677
34,0.364,1,4.4773461977407365,0.376,1.381729262820166,0.032435275753153955
35,0.35999999999999993,1,4.002260501383415,0.342,0.9258859202465413,-0.05129329438755023
36,0.39399999999999996,1,3.9704447316819547,0.27,1.172109324128041,-0.3779289502995588
37,0.37399999999999994,1,4.3203424224328515,0.286,1.2843052069450132,-0.26826398659467926
38,0.35600000000000004,1,4.170472352502253,0.346,1.0489773834682292,-0.028491955794306384
39,0.44200000000000006,1,4.050028622117333,0.208,1.4232835978584426,-0.7537718023763803
40,0.326,1,4.210247245809549,0.344,1.2392252692417358,0.053744276006690614
41,0.3439999999999999,1,3.9501358902569095,0.326,0.8959214705298253,-0.053744276006690454
42,0.36399999999999993,1,3.6543040185932063,0.34,0.6465370786363991,-0.06820825002653333
43,0.42199999999999993,1,3.9880244424299534,0.308,1.0009027605073366,-0.3149055310624372
44,0.352,1,4.3998951963082575,0.394,1.0971288218055628,0.11271973369983677
45,0.342,1,3.805131597532789,0.35,0.8405652654631783,0.023122417420853993
46,0.362,1,4.102698536704407,0.288,1.337586691044638,-0.22868373168982517
47,0.332,1,3.621308582219923,0.344,0.6720430383847324,0.0355066884569096
48,0.30199999999999994,1,3.5806274224346315,0.34,0.622565254114484,0.1185186002353378
49,0.3539999999999999,1,4.163664476294866,0.318,1.062952052974146,-0.10724553035359743
50,0.26999999999999996,1,4.012440264952742,0.406,0.7003233287431986,0.4079312006033581
51,0.414,1,4.071939610962024,0.288,1.2539539499289012,-0.3629054936893685
52,0.3279999999999999,1,4.037047881534445,0.342,1.1535050290911792,0.04179712867846188
53,0.356,1,4.377208174819242,0.242,1.7597821192920384,-0.3859930046953441
54,0.344,1,3.6077108247068193,0.274,0.8600131161265387,-0.22751355098532802
55,0.348,1,3.9757910204419282,0.392,0.7758595629920433,0.11905936001598837
56,0.32399999999999995,1,4.078705340195627,0.398,0.805341251173109,0.20570848949210843
57,0.378,1,4.297644650642363,0.358,1.0927328823112668,-0.05436120921888738
58,0.42199999999999993,1,3.9015204302680417,0.318,0.8974630250482183,-0.2829539312558348
59,0.294,1,3.757820795531967,0.376,0.5621658780828366,0.24600937605121298
60,0.356,1,4.140002020083857,0.388,0.8566940326226653,0.08607460877124298
61,0.37999999999999995,1,3.503698738713017,0.286,0.7542423931808392,-0.28417944190057887
62,0.358,1,4.55514573167338,0.38,1.4865510539012579,0.059638266319731244
63,0.288,1,3.880398563335922,0.384,0.6660700081124297,0.287682072451781
64,0.4019999999999999,1,4.143352442137263,0.342,1.0672605033403642,-0.16164135155641562
65,0.332,1,3.913908230479527,0.346,0.8170800377496439,0.04130380614123558
66,0.31199999999999994,1,3.4146032111384494,0.332,0.5856753199086747,0.06213178110700639
67,0.314,1,4.1299543988663086,0.39,0.9685879539705512,0.2167537532154387
68,0.32399999999999995,1,3.9929055527273314,0.396,0.9778128223563167,0.2006706954621514
69,0.36600000000000005,1,4.390357105855818,0.344,1.4663938559726537,-0.06199167602796809
70,0.31600000000000006,1,4.018229429256426,0.41,0.8062236672527513,0.26041494611144106
71,0.37999999999999995,1,4.011919875277914,0.322,0.9025610652500368,-0.16561970717602306
72,0.354,1,4.232314188146572,0.296,1.5161345630881113,-0.17893745880971412
73,0.29800000000000004,1,3.973508775483216,0.354,0.9296614494096991,0.17220342662836977
74,0.382,1,3.9416443972337345,0.362,0.8880412616214345,-0.05377639678080418
75,0.358,1,3.764128747729722,0.248,1.051843753550039,-0.3671042402357181
76,0.364,1,4.384453198576389,0.394,1.1278802614741816,0.07919704166119329
77,0.378,1,3.908590029174308,0.4,0.6784516820677207,0.05657035148839424
78,0.35000000000000003,1,4.070675353016801,0.356,0.9778539922147194,0.016997576368570858
79,0.362,1,3.917900459071164,0.4,0.6417051117946526,0.09982033528221099
80,0.28800000000000003,1,4.11091967723258,0.366,1.0147329602447648,0.23967285326542026
81,0.34800000000000003,1,4.12740355465964,0.354,0.9701934678160667,0.01709443335930004
82,0.326,1,4.035374818594041,0.374,0.8887210222774956,0.1373584160478243
83,0.36999999999999994,1,3.816758405334893,0.318,0.8708550060167939,-0.15145162285809316
84,0.306,1,3.9869441755785635,0.364,0.8560163256652966,0.1735687656843599
85,0.35,1,3.8043319538629774,0.294,0.9344378363135434,-0.1743533871447778
86,0.37799999999999995,1,4.141912181957238,0.292,1.2540388604316006,-0.25814039335130584
87,0.36799999999999994,1,4.1803117546263024,0.324,1.2470233217637263,-0.1273394223766014
88,0.364,1,4.3581705687964,0.366,1.1463613019337813,0.0054794657646255705
89,0.276,1,4.215555342756554,0.358,1.196519238076609,0.2601321206835501
90,0.354,1,4.047134227407376,0.396,0.928034852753076,0.11211729812070621
91,0.2859999999999999,1,3.9270476171860134,0.336,0.9679781707465452,0.161119349143352
92,0.3399999999999999,1,4.143815300716496,0.336,1.0864537231691016,-0.011834457647002573
93,0.32,1,4.185840984394532,0.398,1.0629941960257128,0.21813100949066558
94,0.2799999999999999,1,4.143296637468267,0.326,1.2056809055404927,0.1521077781974583
95,0.322,1,3.9639794464716456,0.394,0.8728763626333024,0.2017993637535255
96,0.40199999999999997,1,4.1366094894438765,0.29,1.249607984886311,-0.3265711656385013
97,0.36600000000000005,1,4.086003322145731,0.35,0.8324639075140817,-0.044700178917907056
98,0.37000000000000005,1,4.2173884346221495,0.348,1.0970873467870652,-0.061300525863795974
99,0.33399999999999996,1,3.6062924379761703,0.264,0.9522102354895451,-0.23519188983038408
100,0.38199999999999995,1,4.113540427031777,0.326,1.0451352507383265,-0.15852322723986734
101,0.298,1,4.071973777829377,0.384,0.8963375109983848,0.2535490660823225
102,0.33799999999999997,1,3.72148788970326,0.386,0.5676723213165612,0.13279147398181212
103,0.4179999999999999,1,4.370368217238628,0.306,1.46783021851826,-0.3118963305723753
104,0.37,1,4.278176796328406,0.358,1.0739263918400268,-0.03297001923756983
105,0.32599999999999996,1,4.2722327183351325,0.398,1.0345722787015295,0.1995546239177303
106,0.408,1,4.436158403043816,0.284,1.6667708245474433,-0.3622929362429557
107,0.3459999999999999,1,3.9271728081730926,0.322,0.9901820992153095,-0.07188722951331568
108,0.36,1,4.3483769537032035,0.39,1.1373228865996063,0.08004270767353656
109,0.38799999999999996,1,3.817770012740744,0.296,1.0014188203159264,-0.27064588529921296
110,0.38799999999999996,1,3.7114329891294333,0.318,0.8116005324976926,-0.1989539568430965
111,0.29800000000000004,1,3.8587401929298104,0.358,0.8341242738977926,0.18343949989529562
112,0.37799999999999995,1,3.884467884074006,0.316,0.9054887603790281,-0.17915198203267538
113,0.36000000000000004,1,4.157018829228514,0.458,0.6346601678746217,0.2407651526640292
114,0.396,1,4.432408828257062,0.352,1.4155410558081214,-0.11778303565638351
115,0.37199999999999994,1,3.791239785317711,0.338,0.6978712543265368,-0.09584795879012756
116,0.40199999999999997,1,3.893271447581114,0.316,0.8333815320977391,-0.24070987503210883
117,0.342,1,4.05252629244853,0.368,0.9697904031675199,0.07327220110632572
118,0.36599999999999994,1,4.052780628775799,0.314,1.2227978573923792,-0.1532403474931127
119,0.368,1,3.9874696209538243,0.354,0.9196940343948299,-0.03878602503515654
120,0.334,1,4.123413162340851,0.344,1.3038702812250198,0.02950066439669784
121,0.324,1,4.239156373249006,0.36,1.0832875334771217,0.10536051565782614
122,0.364,1,3.9147970706759594,0.36,0.843793513028044,-0.011049836186584935
123,0.342,1,3.869330297231986,0.356,0.7175104214546201,0.04011999378942514
124,0.3539999999999999,1,3.954118917222553,0.32,0.9283461536222626,-0.10097591734000198
125,0.304,1,4.1173505319069905,0.356,1.0599467042460156,0.15790302944580875
126,0.382,1,4.133279814315246,0.37,1.0294843359721837,-0.031917602968305085
127,0.398,1,3.986920407030652,0.356,0.9626581919864735,-0.11152127443240739
128,0.312,1,4.0447102921256555,0.346,0.8651735415654151,0.10343558724824176
129,0.43199999999999994,1,4.399560731700087,0.314,1.4565620086659499,-0.3190326023358568
130,0.32799999999999996,1,3.7814406151479516,0.282,0.9557345001097548,-0.15110653744603017
131,0.29800000000000004,1,4.4245774726402125,0.44,0.927609652042018,0.38968124040690233
132,0.33399999999999996,1,4.139415128393675,0.322,1.2248474367419893,-0.03658944743229194
133,0.36399999999999993,1,4.219740672795595,0.322,1.2998142237907058,-0.12260232209233214
134,0.37599999999999995,1,3.771343844747745,0.296,0.8785302141358884,-0.2392296890658341
135,0.3819999999999999,1,3.7931309982486265,0.342,0.6898474557950691,-0.11060987154396966
136,0.31000000000000005,1,3.722559315902203,0.346,0.6220378176616645,0.10986647757853199
137,0.358,1,3.8019537648236383,0.292,0.8223769101733169,-0.20377918413241852
138,0.40199999999999997,1,4.4552448841233945,0.308,1.4403907005728702,-0.2663523056454465
139,0.3519999999999999,1,3.730482620459692,0.31,0.7517594736740089,-0.12705887811890498
140,0.342,1,4.098573207280041,0.356,1.0673377684904632,0.04011999378942514
141,0.35400000000000004,1,4.232238163760017,0.352,1.123014470646,-0.0056657375356775315
142,0.32,1,4.187624980729907,0.346,1.3574179022262154,0.07811777926395186
143,0.346,1,4.372606690278627,0.398,1.0297232507031746,0.14001323022671347
144,0.372,1,4.094387589927159,0.258,1.3900726764970244,-0.36593426935152906
145,0.27999999999999997,1,3.9880000973903083,0.392,0.8068251479630405,0.336472236621213
146,0.312,1,4.36167881133489,0.404,0.9465089471958201,0.25841169015166776
147,0.378,1,4.36552366539854,0.274,1.5959621855679782,-0.32176608923151745
148,0.34,1,4.167483997393523,0.358,0.9428085053550479,0.051587368790493054
149,0.374,1,3.9950206233779557,0.352,0.9670884829646551,-0.060624621816434854
150,0.36,1,3.955520058457592,0.378,0.9188814170738038,0.04879016416943205
151,0.378,1,3.904494796526519,0.272,1.0194032810667017,-0.3290921293235903
152,0.332,1,4.294221298942159,0.378,0.9566910985042458,0.1297592267030991
153,0.30600000000000005,1,4.098005298890967,0.416,0.9837075316322504,0.3071001583088822
154,0.36399999999999993,1,4.782930323459896,0.32,1.81774423736138,-0.12883287184296818
155,0.356,1,4.0750247370159665,0.298,1.2650825962533432,-0.17783724434662596
156,0.352,1,4.1825986334960845,0.368,0.9975368672863177,0.044451762570833796
157,0.314,1,4.026414084991838,0.278,1.2216825532153792,-0.12177187221761628
158,0.3259999999999999,1,3.773638120685117,0.332,0.8905532479224432,0.01823758754978123
159,0.28,1,4.35214930804371,0.444,0.7873634594082545,0.4610349592629751
160,0.3400000000000001,1,4.357956342534828,0.416,1.2835057197424555,0.20173964265105593
161,0.39599999999999996,1,4.280288035167173,0.288,1.358334284480446,-0.3184537311185346
162,0.4099999999999999,1,3.8549718559449286,0.31,0.9426626196167728,-0.2795848622191614
163,0.3419999999999999,1,3.885284952432702,0.324,0.8714819452299919,-0.054067221270275474
164,0.3520000000000001,1,4.40323098428364,0.41,0.9335980972544454,0.15252598410025603
165,0.35799999999999993,1,4.018511399349862,0.324,1.0951742598357552,-0.09978947060837075
166,0.328,1,3.9787251851767182,0.358,0.8138141866669826,0.08751937801655645
167,0.2720000000000001,1,4.392774662223321,0.412,1.0939767152769317,0.41522128305352873
168,0.3540000000000001,1,4.43178532206906,0.412,0.9337341017670627,0.1517264362157517
169,0.42799999999999994,1,3.923558093168607,0.32,0.9227283180251561,-0.29080219978802446
170,0.32999999999999996,1,4.472954404075862,0.4,1.24048537784747,0.19237189264745627
171,0.32799999999999996,1,4.029641060356678,0.31,1.0645296094599463,-0.05644131090495173
172,0.37399999999999994,1,4.043754704462088,0.31,1.1222693915452304,-0.1876834999353399
173,0.496,1,3.7776122864066917,0.28,1.0694626653477521,-0.5717863235556778
174,0.32399999999999995,1,4.004402200493803,0.332,0.9116972538196254,0.024391453124159263
175,0.3459999999999999,1,4.296127691346479,0.326,1.2168700978581406,-0.059541393691016346
176,0.304,1,4.269624748982777,0.38,1.1250052703956093,0.22314355131420976
177,0.322,1,3.8173564595636242,0.352,0.7547658981431045,0.08907963005368864
178,0.35600000000000004,1,3.8002271756545487,0.346,0.7821836169496658,-0.028491955794306384
179,0.4079999999999999,1,3.760139955701767,0.33,0.8098160543416083,-0.21217451994363548
180,0.38199999999999995,1,4.344322332826387,0.336,1.3733277712555847,-0.12830944864337077
181,0.38399999999999995,1,3.679663492691237,0.334,0.6895921930136808,-0.13950155961102623
182,0.3,1,3.8354682452244564,0.246,1.2440958426885167,-0.19845093872383818
183,0.36799999999999994,1,4.023195567181527,0.3,1.208516696911181,-0.2043004635127298
184,0.35800000000000004,1,4.170717129468924,0.346,1.2115281404131575,-0.034094211342976244
185,0.344,1,4.151044493388181,0.39,1.0016645478894186,0.12550508175029396
186,0.36399999999999993,1,4.105541251667667,0.314,1.1923971978069101,-0.14776088172848711
187,0.31999999999999995,1,3.74409455034462,0.334,0.8478830305325274,0.04281999718292836
188,0.35800000000000004,1,4.179246213445544,0.344,1.0777943961548377,-0.0398913290273022
189,0.31,1,4.175121629125968,0.362,1.167996924257589,0.1550719143465791
190,0.402,1,4.26177688575701,0.346,1.1468300374670746,-0.15001331356129696
191,0.248,1,4.8636632623630565,0.39,1.6644433590627314,0.45271799295871
192,0.468,1,3.8234730373659844,0.238,0.96671398422788,-0.6761976222461721
193,0.3999999999999999,1,4.099456630671165,0.334,1.0412236981527838,-0.18032355413128134
194,0.34199999999999997,1,3.7820734017502864,0.292,0.8380139264232646,-0.15805693479432334
195,0.32199999999999995,1,3.8072036883936766,0.406,0.6396064389620716,0.23180161405732455
196,0.42199999999999993,1,3.8075877005226317,0.318,0.8367438936797797,-0.2829539312558348
197,0.30999999999999994,1,3.7628654621770057,0.29,0.9395244286617973,-0.06669137449867216
198,0.33799999999999997,1,3.650132299669967,0.27,0.9955585695363827,-0.22462393648464393
199,0.4119999999999999,1,4.115734833827008,0.332,0.9777217765166331,-0.2158883804330376
200,0.39599999999999996,1,3.8082732557008723,0.3,0.846862960664564,-0.2776317365982795
201,0.336,1,4.616394860667506,0.38,1.4880858470167586,0.12306009275722721
202,0.386,1,4.595266238249466,0.38,1.3484707696773546,-0.015666116744399463
203,0.36199999999999993,1,4.375922392797257,0.332,1.4691470230912853,-0.08650924290928229
204,0.408,1,3.8843631085620896,0.294,0.9708827802094728,-0.3276874070654801
205,0.33000000000000007,1,4.1828291894052665,0.422,0.747046598287182,0.24591265957548555
206,0.294,1,4.621388214647478,0.376,1.4501193914015549,0.24600937605121298
207,0.35000000000000003,1,3.984047597110195,0.238,1.3991138401877252,-0.3856624808119848
208,0.38199999999999995,1,3.943326827814841,0.302,0.956147086940637,-0.2349935912317054
209,0.34,1,4.181872765419642,0.344,1.2049654175539473,0.011696039763191017
210,0.33199999999999996,1,4.068843139612939,0.316,0.9281351979707148,-0.049392755329576356
211,0.358,1,4.112153167792916,0.276,1.3387184978347166,-0.2601321206835502
212,0.33799999999999997,1,4.005131238687471,0.286,1.2636742951179378,-0.1670540846631662
213,0.31199999999999994,1,4.211826590495653,0.324,1.0688331076081508,0.03774032798284732
214,0.34400000000000003,1,3.932824007449449,0.358,0.8604041533729176,0.03989132902730181
215,0.30400000000000005,1,4.131798709975098,0.348,0.9730011108620872,0.13517477836825234
216,0.32199999999999995,1,4.007794320552219,0.33,0.9792636492017642,0.024541108916117875
217,0.34800000000000003,1,4.234503788501242,0.354,1.178904054485859,0.01709443335930004
218,0.37399999999999994,1,4.073350247930376,0.298,1.18076404339742,-0.2271623109091274
219,0.32999999999999996,1,4.311033528017208,0.306,1.2771003378011023,-0.07550755250814506
220,0.34,1,4.017747712894898,0.356,0.7621434532228826,0.04598511324182322
221,0.35200000000000004,1,3.985505294068484,0.348,0.9156711546199606,-0.011428695823622968
222,0.376,1,4.160292191503505,0.258,1.391975009378635,-0.37662955846827706
223,0.382,1,4.063363432481057,0.384,0.783370219325598,0.005221943981151625
224,0.422,1,3.919036309264174,0.282,1.1647665260446174,-0.4030982430978984
225,0.36199999999999993,1,4.298278649551672,0.306,1.3296522380978388,-0.16805910987339007
226,0.36799999999999994,1,4.2856341578973165,0.304,1.2301998073379763,-0.19105523676270908
227,0.3559999999999999,1,3.8260656867805136,0.322,0.8400848509132288,-0.10037918530762192
228,0.38799999999999996,1,4.20293283790093,0.33,1.1161495539278914,-0.16191268516274743
229,0.41400000000000003,1,4.124281318095814,0.362,1.0409453838526728,-0.13422176199954344
230,0.43199999999999994,1,4.263404233664942,0.338,1.3586436713376442,-0.24537969276109134
231,0.316,1,4.054650810092859,0.346,1.010362073977709,0.090696561470812
232,0.3279999999999999,1,4.2924520316449515,0.336,1.2195288570825131,0.024097551579060957
233,0.426,1,4.616008125418946,0.238,1.9379644264685374,-0.5821686725978958
234,0.37,1,4.716882796745856,0.372,1.5267884121314106,0.005390848634876373
235,0.2899999999999999,1,4.0765923720263615,0.306,1.243448137720556,0.053704178971861374
236,0.37999999999999995,1,4.1543664940871565,0.302,1.3454979828138107,-0.2297442353455618
237,0.35999999999999993,1,3.8950720466801756,0.31,0.8031394454891809,-0.14953173397096356
238,0.3899999999999999,1,4.176662798762978,0.332,1.2508041666918053,-0.1610117702072032
239,0.3419999999999999,1,4.148213247305618,0.322,1.202411830752922,-0.06025919151819661
240,0.39199999999999996,1,3.811079549579696,0.294,0.9231774915038596,-0.2876820724517809
241,0.35,1,4.304660745655434,0.384,1.2327769527696417,0.09270939810426754
242,0.326,1,4.144148373565511,0.378,0.9088472008952535,0.14799681425288003
243,0.418,1,4.14938667337748,0.258,1.408135186165809,-0.4825218476031389
244,0.414,1,3.9434199754285526,0.26,1.2260780878478028,-0.46518434280978666
245,0.392,1,4.101904611671715,0.348,0.9999068561062099,-0.11905936001598834
246,0.366,1,4.396031461308783,0.392,1.1786946029203478,0.06862850638909636
247,0.382,1,4.161060700166577,0.358,1.073864516509851,-0.06488762220587495
248,0.35799999999999993,1,4.084014465048685,0.318,1.1852571875515785,-0.11848160362052321
249,0.34199999999999997,1,4.095379056543281,0.308,1.1099309802554471,-0.10471095408903061
250,0.404,1,3.8621456736206277,0.38,0.607067329807865,-0.06124362524071867
251,0.2799999999999999,1,4.1175629185509335,0.332,1.1755085363273674,0.17034536574723932
252,0.252,1,4.338955236696949,0.404,0.9645201719838054,0.4719857904497268
253,0.342,1,3.97504767738046,0.368,0.8915806315323982,0.07327220110632572
254,0.4159999999999999,1,3.7794581990482374,0.326,0.8560539899316034,-0.24378787889455536
255,0.37799999999999995,1,4.0322113476652195,0.338,0.9897955332362142,-0.11184830013656866
256,0.372,1,3.875543021204365,0.362,0.7216724048634177,-0.027249642447375474
257,0.3499999999999999,1,4.346085399000133,0.336,1.1750104094424725,-0.04082199452025482
258,0.44999999999999996,1,3.94182728116787,0.278,1.2871494826475907,-0.48162646907372825
259,0.334,1,4.480820087257771,0.354,1.2517368864073388,0.058155920157073854
260,0.304,1,4.179114741823059,0.388,1.0536798473425795,0.24397763821705182
261,0.41200000000000003,1,4.061840263857812,0.362,0.974903163033746,-0.1293791375237554
262,0.39799999999999996,1,3.787503969535063,0.296,0.8077567335247217,-0.29609255096037734
263,0.436,1,3.519716103778154,0.246,0.8069889752489661,-0.5723107074166716
264,0.362,1,4.349082296439553,0.368,1.1993262779041782,0.01643872634315994
265,0.32,1,3.8608224979624364,0.362,0.8418337885827658,0.12332321603199871
266,0.382,1,3.8485883822202083,0.266,0.8853904104670245,-0.3619242998248761
267,0.3979999999999999,1,4.026416388238819,0.34,1.0973447408955048,-0.15750638767423034
268,0.29600000000000004,1,4.774307274199336,0.35,1.5205491064144387,0.16757370015939882
269,0.338,1,4.108683396020818,0.368,1.0684765790558481,0.08503704268591215
270,0.302,1,4.09718801366877,0.382,0.8491514440498105,0.23499359123170557
271,0.34,1,3.6971617704189343,0.352,0.7616095109345682,0.034685557987889894
272,0.318,1,3.7386916135681596,0.346,0.6240696284432055,0.08438739227754741
273,0.376,1,3.570306765793631,0.348,0.4913795913920826,-0.07738666361542024
274,0.362,1,4.13259074996065,0.362,1.1394834798442726,0.0
275,0.33399999999999996,1,3.8815120906666496,0.296,1.1345354848962823,-0.12078153865263992
276,0.36199999999999993,1,3.886201184654806,0.312,0.8732314103517874,-0.14864102401628854
277,0.3499999999999999,1,4.284380498856207,0.342,1.2351424150866623,-0.023122417420853924
278,0.392,1,4.314698526964503,0.354,1.3578715578182927,-0.10196492665668815
279,0.3279999999999999,1,3.986826353373338,0.33,1.1783858352212604,0.006079046076382634
280,0.338,1,4.148449855866778,0.356,0.9367099546964381,0.05188483536901151
281,0.426,1,4.212894453277675,0.278,1.307091315181549,-0.4268182325787332
282,0.35,1,4.385989989115161,0.376,1.2246870530320317,0.07165598890643515
283,0.274,1,3.893141557070677,0.364,0.8455988555526506,0.2840257612486704
284,0.29000000000000004,1,4.098115852837691,0.444,0.7201732459941093,0.4259436394517049
285,0.41999999999999993,1,4.200287037672544,0.322,1.3062897827024493,-0.26570316573300545
286,0.36,1,3.756356184299296,0.38,0.6597761258773307,0.05406722127027579
287,0.324,1,4.236337117207627,0.392,1.1708629046152823,0.19051832399813318
288,0.36999999999999994,1,4.0788169615171554,0.316,1.1741289484322823,-0.15776079205135782
289,0.41800000000000004,1,4.442730683308503,0.35,1.4049501415455214,-0.17754827804129716
290,0.368,1,4.062923055963543,0.286,1.1465897695164813,-0.25209112734907846
291,0.322,1,4.274938209341049,0.394,1.0408533424368456,0.2017993637535255
292,0.34600000000000003,1,3.8106619388672307,0.364,0.8483070731238201,0.05071509257901622
293,0.35999999999999993,1,4.067144939397455,0.308,1.2228740512053677,-0.156004248476581
294,0.31799999999999995,1,4.1680208325398596,0.332,1.140527148319225,0.04308358613631191
295,0.33199999999999996,1,3.7784317057501187,0.388,0.5191984835019655,0.15587037070678497
296,0.3279999999999999,1,4.122673681531392,0.342,1.0557440896588892,0.04179712867846188
297,0.31599999999999995,1,3.959840283201208,0.322,1.1016853054029703,0.018809331957496293
298,0.286,1,4.292323284840302,0.372,0.9894832584020673,0.2629020434532941
299,0.3919999999999999,1,3.8412750550322423,0.33,0.7236317778371513,-0.17216918532993636
300,0.4139999999999999,1,4.4495411468390795,0.318,1.2805013911840468,-0.2638145910451373
301,0.36,1,4.296836015458395,0.38,1.0419485421372303,0.05406722127027579
302,0.36199999999999993,1,4.182260502388502,0.312,1.3681281215417187,-0.14864102401628854
303,0.35000000000000003,1,4.332421449316589,0.364,1.2732465837881335,0.039220713153281114
304,0.4179999999999999,1,3.8567759774958477,0.31,0.9388224868192839,-0.29890913504556427
305,0.384,1,4.168981415251016,0.354,1.1841808262745128,-0.08134563945395253
306,0.3320000000000001,1,4.1830380111545855,0.41,0.7900694966105318,0.21102219078186463
307,0.35200000000000004,1,4.114872954986863,0.36,0.9975782169562865,0.022472855852058358
308,0.30600000000000005,1,4.454674335785548,0.424,1.0089316015134293,0.3261483532795768
309,0.3559999999999999,1,3.451013488395992,0.32,0.5008064691785789,-0.106609735058258
310,0.33199999999999996,1,4.41651778914035,0.306,1.4153328913808771,-0.08154986696410763
311,0.334,1,4.254107871925359,0.38,0.7526763441487342,0.12903025974373092
312,0.34600000000000003,1,4.07146217980367,0.372,0.9313925954963799,0.07245507921542212
313,0.4179999999999999,1,3.7800362825775977,0.314,1.0120689104089093,-0.28608844661650273
314,0.44199999999999995,1,4.186821766380896,0.322,1.339597382360244,-0.3167583365332897
315,0.37799999999999995,1,4.347837495042381,0.308,1.5565462512306556,-0.20479441264601314
316,0.3680000000000001,1,4.337080177646355,0.418,0.991102161746527,0.12739849435582504
317,0.312,1,3.9142286574867153,0.382,0.7605221983319783,0.2024174207970929
318,0.36599999999999994,1,3.831056190160928,0.34,0.8002289769676137,-0.0736877157911589
319,0.42000000000000004,1,4.082051126971166,0.234,1.3459062757011386,-0.5849335959197125
320,0.376,1,4.3869064823482,0.354,1.2650024478320874,-0.06029223025612013
321,0.35999999999999993,1,3.896278668897529,0.312,1.0640357821776765,-0.14310084364067316
322,0.346,1,4.367470442441295,0.378,1.0670333864041899,0.08845542056186359
323,0.33599999999999997,1,4.563719892004955,0.39,1.2325814352981908,0.14903557916048796
324,0.31999999999999995,1,3.9829955027212796,0.298,1.0613769169323743,-0.07122750928836764
325,0.304,1,4.650138324975303,0.368,1.601922533291909,0.19105523676270922
326,0.3839999999999999,1,3.759076747336352,0.342,0.7620589710634701,-0.11583181552512133
327,0.332,1,4.408116214584645,0.384,1.1876804495478281,0.14550758367123828
328,0.37199999999999994,1,4.035285932259686,0.34,1.0246425052404164,-0.08994823666293927
329,0.37399999999999994,1,3.7051742365824776,0.322,0.946378023732711,-0.1497042518701235
330,0.308,1,4.188419133913435,0.28,1.371244249788646,-0.09531017980432477
331,0.38999999999999996,1,4.143977593703312,0.306,1.2725341812078423,-0.2425616371713112
332,0.34600000000000003,1,4.0772076949500935,0.362,0.970659589241192,0.04520543676804678
333,0.31599999999999995,1,4.206462540593306,0.406,1.0788380811339868,0.25061094601482087
334,0.358,1,3.6707706355785152,0.254,0.9278908598556798,-0.3431987193821636
335,0.36,1,4.154826345186451,0.372,1.0960229998630509,0.03278982282299097
